Title: "DPO.csv"
15881,PST,'SNOW, WATER CONTENT(REVISED) (inches)'
20111101,0000,m
20111102,0000,m
20111103,0000,m
20111104,0000,m
20111105,0000,m
20111106,0000,m
20111107,0000,m
20111108,0000,m
20111109,0000,m
20111110,0000,m
20111111,0000,m
20111112,0000,m
20111113,0000,m
20111114,0000,m
20111115,0000,m
20111116,0000,m
20111117,0000,m
20111118,0000,m
20111119,0000,m
20111120,0000,m
20111121,0000,m
20111122,0000,m
20111123,0000,m
20111124,0000,m
20111125,0000,m
20111126,0000,m
20111127,0000,m
20111128,0000,m
20111129,0000,m
20111130,0000,m
20111201,0000,m
20111202,0000,m
20111203,0000,m
20111204,0000,m
20111205,0000,m
20111206,0000,m
20111207,0000,m
20111208,0000,m
20111209,0000,m
20111210,0000,m
20111211,0000,m
20111212,0000,m
20111213,0000,m
20111214,0000,m
20111215,0000,m
20111216,0000,m
20111217,0000,m
20111218,0000,m
20111219,0000,m
20111220,0000,m
20111221,0000,m
20111222,0000,m
20111223,0000,m
20111224,0000,m
20111225,0000,m
20111226,0000,m
20111227,0000,m
20111228,0000,m
20111229,0000,m
20111230,0000,m
20111231,0000,m
20120101,0000,m
20120102,0000,m
20120103,0000,m
20120104,0000,m
20120105,0000,m
20120106,0000,m
20120107,0000,m
20120108,0000,m
20120109,0000,m
20120110,0000,m
20120111,0000,m
20120112,0000,m
20120113,0000,m
20120114,0000,2.10
20120115,0000,0.20
20120116,0000,0.20
20120117,0000,1.20
20120118,0000,1.50
20120119,0000,0.60
20120120,0000,1.10
20120121,0000,1.00
20120122,0000,2.80
20120123,0000,2.50
20120124,0000,5.20
20120125,0000,4.90
20120126,0000,4.10
20120127,0000,3.80
20120128,0000,3.60
20120129,0000,2.80
20120130,0000,2.30
20120131,0000,1.50
20120201,0000,1.30
20120202,0000,1.50
20120203,0000,0.70
20120204,0000,0.90
20120205,0000,1.00
20120206,0000,0.50
20120207,0000,0.00
20120208,0000,1.00
20120209,0000,1.50
20120210,0000,1.80
20120211,0000,0.70
20120212,0000,1.20
20120213,0000,0.60
20120214,0000,1.90
20120215,0000,1.70
20120216,0000,2.50
20120217,0000,2.50
20120218,0000,2.60
20120219,0000,2.70
20120220,0000,3.20
20120221,0000,3.20
20120222,0000,3.20
20120223,0000,3.10
20120224,0000,3.00
20120225,0000,3.10
20120226,0000,3.00
20120227,0000,3.00
20120228,0000,3.00
20120229,0000,3.00
20120301,0000,3.00
20120302,0000,3.60
20120303,0000,3.75
20120304,0000,3.90
20120305,0000,4.00
20120306,0000,3.90
20120307,0000,3.90
20120308,0000,4.00
20120309,0000,4.00
20120310,0000,2.90
20120311,0000,1.70
20120312,0000,1.90
20120313,0000,1.50
20120314,0000,2.10
20120315,0000,0.00
20120316,0000,0.00
20120317,0000,0.00
20120318,0000,0.00
20120319,0000,0.00
20120320,0000,0.00
20120321,0000,m
20120322,0000,m
20120323,0000,m
20120324,0000,m
20120325,0000,m
20120326,0000,m
20120327,0000,m
20120328,0000,m
20120329,0000,m
20120330,0000,m
20120331,0000,m
20120401,0000,m
20120402,0000,m
20120403,0000,m
20120404,0000,m
20120405,0000,m
20120406,0000,m
20120407,0000,m
20120408,0000,m
20120409,0000,m
20120410,0000,m
20120411,0000,m
20120412,0000,m
20120413,0000,m
20120414,0000,m
20120415,0000,m
20120416,0000,m
20120417,0000,m
20120418,0000,m
20120419,0000,m
20120420,0000,m
20120421,0000,m
20120422,0000,m
20120423,0000,m
20120424,0000,m
20120425,0000,m
20120426,0000,m
20120427,0000,m
20120428,0000,m
20120429,0000,m
20120430,0000,m
20120501,0000,m
20120502,0000,m
20120503,0000,m
20120504,0000,m
20120505,0000,m
20120506,0000,m
20120507,0000,m
20120508,0000,m
20120509,0000,m
20120510,0000,m
20120511,0000,m
20120512,0000,m
20120513,0000,m
20120514,0000,m
20120515,0000,m
20120516,0000,m
20120517,0000,m
20120518,0000,m
20120519,0000,m
20120520,0000,m
20120521,0000,m
20120522,0000,m
20120523,0000,m
20120524,0000,m
20120525,0000,m
20120526,0000,m
20120527,0000,m
20120528,0000,m
20120529,0000,m
20120530,0000,m
20120531,0000,m
20120601,0000,m
