income,value
2.2330739101683705,90.22663824066704
18.0502568798006,70.8246563931695
3.726028790884582,69.50507420587955
3.235159468945521,67.27827926482777
4.132967088865151,67.46384550991542
2.3322651203011344,52.51545354452146
6.442341929904878,58.59790268906107
7.889516252098275,46.68042606009872
6.493209217152449,43.64951072366711
9.021313393356731,50.74226498035059
5.5954015972328195,54.948433202337306
8.90431863268732,46.76289994680434
6.330433897960222,40.92787246238159
1.7650948674907168,36.350571750219586
6.717025281041762,29.732042342093433
2.8434813571392237,25.773295780223584
4.995167607711481,28.350604739774266
3.1181647082761077,28.96915889006643
5.689506078640826,29.628949983711404
3.81758990793021,30.494925794120434
1.9049799074215372,27.319681155953994
4.163487461213694,29.855753172151864
6.190548858029401,20.39187467268176
4.288112314970243,17.464051694632186
5.651355613205148,24.247528876169582
1.3556132051477694,19.07229248539181
2.868915000763009,16.247561865724265
4.822218831069739,18.659923051863704
5.290197873747393,19.360951088861487
1.849025891449209,24.123818046111147
4.867999389592553,22.123826293499818
5.470776743476271,20.659914804475033
4.883259575766824,19.67022816400757
4.20418129101175,18.53621222180527
6.77297929701409,19.52589886227273
3.0851009715651863,16.94858990272205
4.567882394831884,18.453738335099647
3.8379368228292385,18.330027505041215
3.7336588839717177,36.371190221895986
6.180375400579887,33.19594558372955
4.229614934635536,28.948540418390024
2.3755023144615697,27.83514294786413
1.808332061651152,21.402179784825627
2.4111094155348693,35.835109958309445
3.6649880461874966,34.927897204547605
4.206724655374129,34.49490929934309
2.8561981789511166,26.288757572133722
2.556081184190447,25.257833988313447
1.5819726333994608,35.567069826516175
2.400935958085355,20.103216069212085
2.2737677399664276,32.35058824499693
4.745917900198382,16.247561865724265
8.187089882496567,17.010445317751266
4.140597181952287,18.39188292007043
2.970649575258151,14.948598150110719
2.398392593722977,14.041385396348879
3.143598351899893,14.948598150110719
3.7819828068569104,14.494991773229799
3.522559641894298,13.464068189409527
0.3967648405310545,9.27851843909922
2.8460247215016024,12.515618492294877
0.33826746019634774,12.371289190560038
1.9278701866829442,14.659939546641043
3.1079912508265934,12.598092379000498
2.1008189633246857,12.062012115413957
2.5637112772775827,13.072317227557823
3.6955084185360394,14.309425528142151
2.606948471438018,13.670252906173582
1.449717686555776,14.433136358200583
7.118876850297574,23.546500839171795
1.9482171015819727,13.917674566290447
2.372958950099191,16.53622046919394
2.1415127931227427,12.371289190560038
0.025433643623785543,10.824903814829629
2.118622513861336,25.257833988313447
3.1410549875375144,33.50522265887563
7.40627702324635,17.958895014865917
3.0647540566661577,19.237240258803055
4.43308408362582,20.103216069212085
1.734574495142174,23.979488744376308
2.344981942113027,30.412451907414813
0.5290197873747393,20.103216069212085
0.8596571544839513,20.103216069212085
0.9766519151533648,25.257833988313447
2.4060226868101124,21.402179784825627
1.9609339233938654,17.154774619486105
2.2330739101683705,21.402179784825627
2.220357088356478,30.412451907414813
0.2619665293249911,25.257833988313447
0.6282109975075029,99.99999999999999
2.5230174474795257,30.412451907414813
0.541736609186632,25.257833988313447
0.2390762500635841,30.412451907414813
2.678162673584618,35.567069826516175
4.356783152754463,33.85573667737452
13.548501958390558,23.711448612583037
11.684215880767079,34.80418637448918
0.8469403326720586,22.680525028762766
9.35958085355308,31.958837283145222
9.234955999796531,36.72170424039488
11.836817742509792,50.061855415029214
14.76168675924513,53.27833699654846
2.166946436746528,45.876305664718906
5.475863472201027,69.07208630067504
14.927005442799736,66.12364485094906
3.832850094104481,61.52572566711065
5.147769469454194,52.26803188440459
4.466147820336741,50.3917509618517
8.84836461671499,53.75256184510579
8.482120148532479,43.29899670516822
3.616664123302304,51.03092358382027
9.682588127575157,41.95879604620187
10.06409278193194,49.48453820808986
6.037946996286688,43.11343046008057
4.097359987791851,47.03094007859761
3.247876290757414,44.65981583581098
12.767689099140343,41.95879604620187
10.651609949641385,45.175277627721115
6.391474642657307,64.45354864516023
8.070095121827153,68.57724298044131
6.546619868762399,72.39166024057631
0.84439696830968,65.97931554921422
7.116333485935195,73.93804561630672
8.970446106109161,77.2163826128552
6.6381809858080265,77.54627815967768
13.441680655170659,66.45354039777155
7.4596876748562995,57.773163822004854
8.703392848059412,57.17522814338909
12.688844803906607,81.7524463816644
5.618291876494227,61.13397470525894
7.721654204181291,64.10303462666133
4.107533445241365,77.85555523482377
7.281652169489801,62.74221549601857
12.87705376672262,65.62880153071534
3.367414415789206,66.02055249256703
4.036319243094765,69.31950796079191
4.550078844295234,72.96897744751567
4.66198687623989,72.35042329722351
3.120708072638486,72.51537107063476
9.583396917442393,71.71125067525495
0.7375756650897808,96.55650904532351
6.035403631924309,65.23705056886362
7.5334452413652775,63.6081913064276
7.200264509893687,41.58766355602657
5.727656544076504,44.969092910957066
3.527646370619055,58.02058548212172
5.007884429523373,53.34019241157768
5.547077674347627,43.85569544043117
5.809044203672618,38.06190489936124
6.915407701307289,46.35053051327623
5.142682740729437,52.597927431227085
7.482577954117707,59.19583836767683
5.165573019990844,52.47421660116865
3.639554402563711,61.79376579890392
7.439340759957271,77.34009344291363
5.8828017701815964,81.50502472154753
6.315173711785951,69.56692962090878
3.784526171219289,56.14430455956882
7.151940587008495,68.80404616888177
5.318174881733557,47.175269380332445
2.253420825067399,40.51550302885349
5.302914695559286,41.93817757452546
6.38638791393255,52.55669048787427
8.21506689048273,42.02065146123108
10.473574444274886,43.29899670516822
6.007426623938145,48.45361462426958
3.7362022483340964,32.2474958866149
6.271936517625515,36.86603354212972
4.145683910677043,22.680525028762766
4.537362022483341,17.010445317751266
1.5946894552113535,22.680525028762766
3.4004781525001273,25.525874120106717
4.262678671346457,20.969191879621114
5.9565593366905745,28.206275438039427
2.528104176204283,23.092894462290875
4.041405971819523,23.422790009113363
4.02868915000763,25.897006610282016
5.198636756701765,34.57738318604871
3.02660359123048,27.195970325895562
4.580599216643776,22.226918651881846
7.21298133170558,31.814507981410383
1.9863675670176508,23.010420575585254
4.038862607457144,23.278460707378525
4.435627447988199,22.371247953616685
3.179205452973193,19.979505239153653
15.160994964138562,20.1650714842413
4.529731929396205,19.154766372097434
2.5357342692914187,25.257833988313447
3.731115519609339,18.659923051863704
3.4844091764586196,16.598075884223157
1.7091408515183886,20.84548104956268
4.130423724502772,20.041360654182867
0.4400020346914899,12.371289190560038
1.1674042423317563,20.103216069212085
2.2890279261406987,22.680525028762766
6.0303169031995525,20.61867786112222
0.9893687369652576,16.49498352584113
2.886718551299659,16.783642129310806
1.9507604659443512,11.752735040267874
1.1953812503179204,11.608405738533037
2.1872933516455566,13.567160547791554
4.878172847042067,23.464026952466174
3.60649066585279,20.103216069212085
2.5026705325804977,21.52589061488406
5.94638587924106,21.257850483090788
4.308459229869271,22.165063236852628
2.983366397070044,18.824870825274946
5.954015972328196,24.226910404493175
1.546365532326161,22.20630018020544
2.3602421282872985,20.268163842623327
3.776896078132153,19.48466191891992
8.703392848059412,30.866058284295733
1.9329569154077013,22.680525028762766
6.012513352662903,22.618669613733548
4.639096596978483,25.092886214902205
7.749631212167455,26.123809798722476
4.166030825576072,27.83514294786413
3.919324482425352,25.525874120106717
6.007426623938145,25.608348006812342
4.43308408362582,26.556797703926993
5.089272089119487,29.175343606830484
5.1274225545551655,28.041327664628184
7.73945775471794,53.19586310984284
